sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2021-04-26T03:50:06;9.20;;;7.00;;
3659;SDS011;1846;51.482;7.224;2021-04-26T03:52:32;9.60;;;7.03;;
3659;SDS011;1846;51.482;7.224;2021-04-26T03:54:59;10.33;;;6.80;;
3659;SDS011;1846;51.482;7.224;2021-04-26T03:57:25;19.13;;;7.03;;
3659;SDS011;1846;51.482;7.224;2021-04-26T03:59:51;24.03;;;7.60;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:02:18;6.83;;;6.23;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:04:44;9.97;;;6.83;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:07:11;7.50;;;6.60;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:09:37;11.50;;;7.10;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:12:04;9.97;;;6.97;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:14:31;9.90;;;7.30;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:16:57;9.53;;;6.17;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:19:23;11.77;;;6.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:21:50;12.50;;;5.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:24:18;9.40;;;7.33;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:26:44;8.60;;;6.80;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:29:10;10.70;;;7.43;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:31:37;10.33;;;7.73;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:34:03;7.20;;;6.60;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:36:29;8.23;;;6.93;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:38:56;10.63;;;6.27;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:41:23;12.53;;;7.57;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:43:50;8.40;;;6.93;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:46:16;11.83;;;7.63;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:48:43;10.73;;;7.80;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:51:09;8.10;;;6.77;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:53:36;12.67;;;7.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:56:02;9.10;;;7.53;;
3659;SDS011;1846;51.482;7.224;2021-04-26T04:58:29;11.80;;;9.67;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:00:56;17.03;;;8.10;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:03:22;15.70;;;9.03;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:05:49;14.23;;;7.67;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:08:15;13.80;;;8.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:10:41;9.03;;;8.03;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:13:08;22.33;;;8.57;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:15:35;18.00;;;9.23;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:18:01;13.83;;;8.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:20:28;14.53;;;8.87;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:22:54;15.30;;;8.37;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:25:21;16.73;;;9.37;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:27:48;16.20;;;10.07;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:30:14;12.00;;;7.80;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:32:42;11.50;;;9.30;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:35:09;9.07;;;8.03;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:37:36;15.47;;;9.73;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:40:02;13.57;;;8.23;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:42:29;19.23;;;10.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:44:55;17.63;;;9.40;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:47:22;13.97;;;8.97;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:49:49;20.20;;;10.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:52:15;11.43;;;9.37;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:54:41;13.83;;;8.43;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:57:08;12.73;;;10.27;;
3659;SDS011;1846;51.482;7.224;2021-04-26T05:59:35;13.53;;;9.43;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:02:01;20.10;;;10.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:04:28;20.40;;;9.43;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:06:56;14.70;;;10.37;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:09:22;17.47;;;11.10;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:11:49;14.13;;;9.13;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:14:15;12.70;;;9.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:16:41;16.90;;;9.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:19:08;23.03;;;11.43;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:21:34;15.97;;;9.93;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:24:01;11.90;;;9.57;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:26:28;13.70;;;8.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:28:54;16.17;;;9.13;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:31:21;16.83;;;9.73;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:33:47;19.40;;;10.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:36:13;18.53;;;11.07;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:38:40;18.40;;;8.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:41:07;13.63;;;9.57;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:43:33;21.73;;;9.87;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:46:00;11.40;;;8.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:48:26;9.73;;;7.63;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:50:52;13.30;;;8.17;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:53:22;9.33;;;8.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:55:49;11.13;;;7.33;;
3659;SDS011;1846;51.482;7.224;2021-04-26T06:58:16;10.20;;;8.43;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:00:42;14.90;;;9.03;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:05:44;13.03;;;7.47;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:10:46;11.20;;;6.83;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:13:14;8.30;;;7.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:15:41;19.40;;;9.30;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:18:08;15.93;;;6.67;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:20:34;10.47;;;6.87;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:23:01;7.73;;;6.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:25:28;17.53;;;6.73;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:27:54;10.73;;;6.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:30:20;6.33;;;4.97;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:32:48;9.93;;;5.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:35:15;4.37;;;4.07;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:37:42;5.50;;;3.77;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:40:10;8.47;;;5.87;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:42:38;3.00;;;2.80;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:45:04;4.30;;;3.40;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:47:33;6.17;;;3.13;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:50:00;4.60;;;4.17;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:52:27;9.47;;;4.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:54:53;4.83;;;3.17;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:57:19;7.90;;;3.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T07:59:46;5.47;;;3.60;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:02:12;6.47;;;3.80;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:04:38;6.67;;;3.67;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:07:06;3.37;;;3.07;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:09:32;3.57;;;3.27;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:11:58;4.17;;;3.80;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:14:24;3.43;;;3.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:16:51;3.80;;;3.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:19:17;5.57;;;4.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:21:43;5.77;;;3.27;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:24:12;3.30;;;2.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:26:38;1.63;;;1.53;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:29:04;1.80;;;1.60;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:31:31;2.30;;;2.10;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:33:57;2.70;;;2.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:36:23;2.70;;;2.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:38:50;1.80;;;1.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:41:17;2.30;;;2.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:43:44;3.50;;;2.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:46:12;7.43;;;3.17;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:48:39;5.37;;;2.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:51:06;7.07;;;3.33;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:53:32;3.27;;;2.97;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:55:59;4.60;;;4.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T08:58:26;2.60;;;2.40;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:00:54;3.17;;;2.97;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:03:23;3.50;;;3.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:05:56;3.30;;;3.00;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:08:22;4.53;;;3.60;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:10:49;6.23;;;2.97;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:13:23;4.20;;;2.93;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:15:56;2.77;;;2.60;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:18:42;5.47;;;2.83;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:21:16;3.93;;;2.53;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:23:44;2.80;;;2.60;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:26:25;2.87;;;2.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:29:12;14.00;;;2.80;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:31:57;4.97;;;2.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:34:29;4.03;;;2.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:37:08;2.90;;;2.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:39:59;3.53;;;2.60;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:45:20;6.13;;;2.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:47:49;5.93;;;3.30;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:50:17;2.50;;;2.30;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:52:44;9.23;;;4.23;;
3659;SDS011;1846;51.482;7.224;2021-04-26T09:58:03;5.17;;;2.73;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:00:33;2.67;;;2.47;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:03:00;3.77;;;3.33;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:05:27;3.50;;;3.00;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:07:53;4.27;;;3.00;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:10:20;2.60;;;2.40;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:12:47;3.33;;;3.13;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:15:14;2.97;;;2.57;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:17:41;5.03;;;3.43;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:20:12;5.10;;;3.43;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:22:40;4.40;;;3.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:25:09;3.23;;;2.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:27:38;3.03;;;2.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:30:07;7.33;;;3.17;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:35:21;3.40;;;3.10;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:37:48;3.90;;;3.30;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:40:19;3.47;;;3.17;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:42:48;3.57;;;3.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:45:19;6.27;;;3.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:47:47;3.40;;;3.20;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:50:39;3.17;;;2.97;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:53:07;3.33;;;3.10;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:55:42;4.47;;;3.73;;
3659;SDS011;1846;51.482;7.224;2021-04-26T10:58:23;4.43;;;2.80;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:00:52;4.30;;;3.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:06:15;4.17;;;3.87;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:08:43;3.10;;;3.00;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:11:13;3.93;;;2.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:13:43;7.80;;;4.00;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:16:14;3.50;;;3.30;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:18:43;3.70;;;3.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:27:27;7.80;;;3.47;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:30:13;4.77;;;3.53;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:35:35;3.83;;;3.33;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:38:22;4.03;;;3.47;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:40:51;3.60;;;3.30;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:43:18;5.07;;;3.93;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:45:46;6.40;;;3.40;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:48:19;3.27;;;3.07;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:50:47;3.37;;;3.10;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:53:27;5.90;;;3.87;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:55:55;3.83;;;3.17;;
3659;SDS011;1846;51.482;7.224;2021-04-26T11:58:34;3.50;;;3.30;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:01:04;3.27;;;2.97;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:03:32;3.33;;;3.10;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:06:16;4.93;;;3.93;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:08:43;3.83;;;3.63;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:11:16;6.63;;;3.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:13:44;4.27;;;3.87;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:16:29;3.70;;;2.97;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:18:56;3.60;;;3.40;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:21:24;3.90;;;3.60;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:23:50;3.43;;;3.13;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:26:17;3.23;;;3.03;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:28:44;3.53;;;3.23;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:31:20;3.50;;;3.00;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:33:47;5.17;;;3.50;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:36:13;4.57;;;3.13;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:38:47;4.37;;;3.53;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:41:17;5.43;;;3.53;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:43:44;3.23;;;2.93;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:46:16;3.77;;;3.47;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:48:43;10.13;;;4.40;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:51:10;3.60;;;3.40;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:53:38;5.37;;;4.57;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:56:10;4.27;;;3.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T12:58:42;3.67;;;3.37;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:01:16;6.93;;;3.93;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:03:52;3.97;;;3.67;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:06:21;3.87;;;3.33;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:08:52;4.10;;;3.40;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:11:30;3.03;;;2.93;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:13:59;4.33;;;3.90;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:16:28;3.90;;;3.70;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:18:56;5.40;;;3.87;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:21:30;4.30;;;3.83;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:24:08;4.87;;;4.27;;
3659;SDS011;1846;51.482;7.224;2021-04-26T13:26:36;4.13;;;3.70;;
